Customer ID,Product ID,Price,Freight Value,Return Status,Return Processing Time,Number of Returns,Number of Exchanges,Return Shipping Count,Exchange ID,Exchange Difference Amount,Order ID
9037fc09ec1a62e712969d933c4c2cb0,860f7a159db32408ea4bad60965e9a3a,59.99,16.18,return,7 days,1,0,1,,0,d610bfa1439fc579a96c5eef81284f05
15a5a319296eccdc3073c103ab791b84,4b703444923b5e57bb73ba343f5ebab7,32.9,7.39,return,9 days,1,0,1,,0,c2e69397a4831c2a5860d032ddbbe8f0
1818b3c40abed69918807911cad86ade,ea6617ab48bb467d615214e7de71c864,55.65,7.94,return,4 days,1,0,1,,0,d7c0a751614a0ef7306fb96836c0df57
8b626aa008b8fc32f56aba71c3c246da,0d009643171aee696f4733340bc2fdd0,339,17.13,return,7 days,1,1,1,ex_632,33.9,b6f7267c5de549e8079e23367dafd3a1
822331095c3e3d597632c846113e27d3,08a58dc963320d6073623382b9ceb920,129,16.34,return,7 days,1,0,1,,0,b5d232a923d0c5bcfd5a7434173bddc0
b544baca8a31c5f9348c318c64ff502c,ff1f1de0f05e0ec5b2d721e2fb425b0c,269,69.02,return,2 days,1,0,1,,0,8113e5717c966d7abf2b6ebda89a6e08
9adfdc90845f16f214dd33af84f31922,1d9311c8ab3fedab5eb4df1277b84bfe,158.95,18.36,return,3 days,1,0,1,,0,847895ff42365e8959cdf2ef63afb847
4cc13a45f4e9258fae06b75f27440b11,30dd245a5cc5a0def5b5d42b024a17b0,119.9,17.58,return,9 days,1,0,1,,0,57da72fe3874a5e5770131fc98e0b309
42f3222ef4273d065434ed6449442086,c438c9c697a57d265dbb6edd8b174b2b,64.9,18.33,return,9 days,1,0,1,,0,cc8f800afe212c5d7220f86d3a8468d1
6f247498822c4500c77d6202b4d1733c,657247f6f60543b93e3cc708a8e6329c,248.99,60.29,return,4 days,1,0,1,,0,474cefe70ac457aaa468b62e07818c5e
e11b56593ff355a003b782dd8e4ca5b5,6e6bc9eb53618579e6184f84ae04dba9,110.32,7.64,return,2 days,1,0,1,,0,7a1bca69f79d87467a917e1fdc8cda7e
376f08a4928b577b7113659f1c2bf415,928e52a9ad53a294fdcc91bcf59d1751,130,11.93,return,5 days,1,0,1,,0,cdaa0dca6483df88852d59902ad653a6
6e568303db60ca2bb3aec0b1f9183492,044b06b901539ec1ac136565a97d0fec,89.9,17.11,return,4 days,1,1,1,ex_1835,8.99,1a2b31addf5b14004c2064dfc912ed79
9a47578c78d75440172d1a7756850868,15bb6bb477d5bbfe167f6dc44b6846a8,12.99,15.11,return,3 days,1,0,1,,0,0ea5760bfbfe671160e0599cf68f1981
c15d8b6d158a492f458d26e2f79dde04,c21afe62d4629a660593fd9b5e6223bb,29.98,15.23,return,6 days,1,0,1,,0,a97e8bd621edbcb4558c0de4c02f05a9
4f31c34bf33334525417bab91b4794da,ee286d9b47b21317f08ef31202f0debd,44.9,34.69,return,8 days,1,0,1,,0,1dcf1d0893b367c602c4af8db66a5a18
0558be6a6e500f5cf3ab336365099074,6f62ee4d7f44554688de59527dce1687,79.9,23.49,return,5 days,1,0,1,,0,1ddbb173ad5dee4433a9825491aa8f97
f4285ca515912592837da578425f59e3,62ad9a8972411e333e16347051a98e2a,28.9,16.79,return,2 days,1,0,1,,0,b03c3813b79abede0217026999c4fd66
4f2543864db97ed20729a2bade1a87bf,43b069f855679eb3d3589e55dcfe968e,14.9,27.25,return,8 days,1,0,1,,0,349ac0dee57737a2916f90c7d3aabcc2
8c341ce666b64e4e79c28b60db4f8248,fcbb2b8c6eb8c27d15790d9834b253b4,49,16.79,return,3 days,1,0,1,,0,1bd14d9418bc4bd605521c1afad99926
740ada6fbe8fc3d20d6bd34fe205b5fb,c202b596f6f2dafcad69ea9d86fbaaff,23.9,14.52,return,9 days,1,0,1,,0,417530b1f1b63eccef9e9a975a5c9a45
e43a8c4a2cacc15e45d6a73beb2ee7e8,5e2ba75ad255ff60b1c76c5bf526ae9b,69.9,14.25,return,9 days,1,0,1,,0,c905cacaa6e015fbb73787c7c31fabaf
c0e2c21e84f18fe6c06cd6bf960cb016,952ef4ed720bf5d77f42712da90f2f49,62.99,10.09,return,7 days,1,1,1,ex_1603,6.299,a0618409c3bdc38885d7474b4b1ee10b
458a7594568f442693c952daece0fd1f,391a014a66920fa0ce468319264e0232,120,34.64,return,2 days,1,0,1,,0,ab8059755e11171ef8b3b3065ccc4aab
aafa66416bb386613deb6a1b9c9ff082,da97969972a524bca894f97ea6bcff90,29.9,19.32,return,6 days,1,1,1,ex_274,2.99,294b367987f073eb316ecef17f1078a0
93bbd56b1afee41579b1394c6b86679b,3cebb9158a3aa0b3f78ee0f934c9f032,59.9,28.82,return,4 days,1,0,1,,0,807e1137296f0952dc5038aadf9d1f76
b7d7863509dce6d6350832d9ec068e5b,475e8a9ddbebf13af503d1c7eccadb1a,149.9,17.76,return,9 days,1,1,1,ex_2111,14.99,94ce92b2f82292f914ec3cdc04651953
bbda0e5e83ba89d0dedc459cb1181670,e4ca5b20cfe1a020e15e36fe14e880ee,19.86,15.23,return,9 days,1,0,1,,0,c8a713dcca463bb2802f76c94667b413
892a57422d5ac192f783945dd2aadaeb,a39d32adaf8a947212a35a42597b958e,94.99,14.83,return,4 days,1,0,1,,0,75b227944c7959b371a67edd0efebc81
aecedf23e6fcbb6daf4dfd741ab51f2e,fc37e09bb4dadd1eef5e92e954b1c72e,73.99,16.71,return,1 days,1,0,1,,0,cd204f2c023b810c30b9d94d83549c84
7cb24ad499c1e7e4b94d04ea1cd3ac81,441571d37eb4c02c1686c4a2cff8a8e5,119.9,11.45,return,1 days,1,0,1,,0,7efad59e360743b4d3d246741db76a37
098afef7287e209fa5ab0fcd6981a45d,913eefa4eb54c8a9bcb9871dfd94a0ca,120,17.28,return,1 days,1,0,1,,0,3befd8331efa9255d2e09585a7042fc3
2872db8bee140b1c1f86b8a3647bc83f,7ae8d9b8eca8a6daf066e53ddc7034d3,12.9,15.1,return,8 days,1,0,1,,0,83af610e0c73e940f967ad32ad943625
b31a89fb4471b56f823dba2960e70409,344cf40b4cf885e32de129b0917e4a33,189,27.86,return,6 days,1,0,1,,0,f666c9c1aa6328ce383253d83cd2a675
ca178567ce46af2b0293311d0d63be20,93c480c7d11c68ba0a71e850da61b674,149,15.79,return,1 days,1,0,1,,0,6573824675f1529754a485fedbe94ca3
523d292f4dc9c15df9ffab89d898e888,99903e1e018dd80869032e7e79802059,15.9,8.88,return,2 days,1,0,1,,0,455b543c53eb86970fe22cdb9890a686
0c6e1c99ede0af1d66df832917e4d7bd,35819a9e5342bae7ad7a0016460dee25,18.9,12.48,return,9 days,1,0,1,,0,8a601ac58a66e7a37b56294b81c2b373
700dcf47b977b4bd8158e7e8b9bd5e1f,21fb5057dd6a737df6851a7ab7a130da,69,26.56,return,8 days,1,0,1,,0,b3aa358cdcee8ff60eb149b6edfc6212
8118922685d2e2c0205f060be4f2579c,5f315c482ee138f3766f5a9169f16ba6,198.9,8.65,return,2 days,1,0,1,,0,77f35737e8ff2ae16bb726e3e1125861
10af370476c83fd83030e8c170e52466,6c712952b8ef62f8d06a0314917400c8,79.9,12.51,return,9 days,1,0,1,,0,cea661692913da073bd99bb510849bdc
906240da12be29400c2914d820793e4f,99a4788cb24856965c36a24e339b6058,89.9,11.24,return,6 days,1,0,1,,0,33c7fbae8a82787f5f5524eaf5d8097f
c349ba43b52928ebdd45c31c6f741d6e,a5ae8400fc9fcacd4af585a57bbf264a,105,43.02,return,9 days,1,0,1,,0,dc3f21586424183d783b18a97b5bee0c
b28a014f45c0c421660918418a592cb7,dca8cbb1c9d8a2db0fbc0c36b8d1a7bc,79,15.3,return,9 days,1,0,1,,0,0df8cd93fe931f8eb18314b794f45ca6
1a13f2430103c7ab17bddbc2016af515,962a6951154f98f2c8e9a5b8b2bcf4a9,75,12.43,return,2 days,1,1,1,ex_2177,7.5,cb3633965eff0518e61c0d44f06fe48f
409bd3e6642b569fb703615ab5996526,5101eb75c72eba49b6ab5e3cb721c99b,89.9,25.47,return,1 days,1,0,1,,0,801c9ccd75e8e357c127931aea53345f
19eef015d1a30b6ef039a81c30ca3ef0,a92930c327948861c015c919a0bcb4a8,78,15.3,return,7 days,1,0,1,,0,b178d37bc8cf0346e18f4ebeff294dcc
54f474afbcc4d8d64551748e84bab206,cfb133b7458336455fa60b97ac3aaba9,35,16.41,return,4 days,1,0,1,,0,11de50ab7226b408f3a6b59c12e11c9b
14c0eda93d3dc8b6f42b925e9edcbec1,b111c839cd1b66d1c5babce005b73f07,109,16.07,return,4 days,1,0,1,,0,c42ccab83afd0e50ca0d6089596b1b8b
68e58c93aaeae25328b25a47d3155af1,a8d44734cde6fbd2f5c32818da67b97a,17.9,15.1,return,5 days,1,0,1,,0,5716624efc4b08c1811ea65d40e31427
ad4414a146fc1ca9f666b0d05f289cea,f03230fa1c067f43e1e56560adec9775,99,19.23,return,7 days,1,0,1,,0,52cb5ef0eb334c9b6c21119fc55f608c
353e6a256f90a009d3e801b655f33b98,15b3d4c8373cd64166af5504b49d289d,49.9,17.6,return,2 days,1,0,1,,0,83c6401c172501d8dbb2cb1c89a51b01
1012e503144b12e7325f122c7b42c7c4,0a57f7d2c983bcf8188589a5fea4a8da,93.9,18.76,return,8 days,1,0,1,,0,a06c43ed81f5c604287461f4d21949ce
0b169717fec8c12a53790ce862ee480c,6a162a899a815ed15db1689e8efc976c,649.9,21.8,return,5 days,1,0,1,,0,eb66508d16233a5ef656f592bea79a56
756d469ce2dc599ff5dcda8440dc5417,430315bedd89f81ceec11ba8cc51ebe1,74.9,19.49,return,1 days,1,0,1,,0,f85421868fd581e082e37edf4762cdb9
68ffaee0e0cba1ec2e5fae05c3172814,569216db5e4a857c4056614de975617f,1699.99,98.02,return,9 days,1,0,1,,0,61e6fd152ceacdc37b7cacb713e73f10
3822955d34156d07b88be9848edfd7e9,53465a6b8b3c6d85fd7810aab30b5992,78.64,16.18,return,8 days,1,0,1,,0,310436570f7bf5ca58ec0500d633aea8
0ead2ec7deb36617f21cbbc23d67c8b0,efef7693f29ade58f93ae5af15e7fa18,649.75,18.72,return,9 days,1,0,1,,0,f59ede2da7d659b1ead8da6a44181e25
df326c1806d432cd11ae4ff65c1c2483,df5cc67b7f137007b9e4e82efe5f623b,20.3,7.71,return,3 days,1,0,1,,0,52d39ff4d1bec82c2e57105ce078804d
49bf065bf2bf468bb3f9e47c29a522e7,2f2eee65fc4cc4a5ee8362730719d290,119.9,19.81,return,7 days,1,1,1,ex_1333,11.99,a1b9f97c297857f45e57da6387381de5
43be7f68acb621076bde97c734132eb6,fc6fe2e1150a893d2fa9445851ccc350,59.9,14.58,return,4 days,1,0,1,,0,589673b4d98b5c40931ac6a6ff6f3416
cb275ec0b2b788d7c59b92ba9bac692e,880be32f4db1d9f6e2bec38fb6ac23ab,42.99,20.8,return,4 days,1,0,1,,0,21dcd2fcf462127526881cdf07741ab7
c441b8f5c7e5ee8d5817f4b62ac09aa2,1e297be46cfe3e932c4faf1c0ae329a2,1105,34.27,return,6 days,1,0,1,,0,bc4259cb82833f82cf7107fc67843f79
51f22b9e1e9360aaed6a38906a820ba5,8ccaa3f8b171b199e37294ece30815a3,18.9,18.63,return,3 days,1,0,1,,0,03dce1563339e3dddb4cff9acda06d1a
d516dd286ce60a28390c588e113a6a09,a6ad77b15e566298a4e8ee2011ab1255,31.8,17.92,return,3 days,1,0,1,,0,8a9491fb5e1db54016d2b8f1af5ac490
85e524338405b267962d1cf158ff6eff,88e84a987b4681434dedc0bc9e00826b,110,43.35,return,2 days,1,0,1,,0,cab587eb398be7856799cbd4f9f57b28
6b133c9c523952f6b66bed7cc86b3db6,64c8f1a52b407d92518a1f8b79240a70,28.9,14.1,return,6 days,1,0,1,,0,f2d63838fe6815651b76e2152f1a02ee
cbcaee49648cf4a8c49003733243adf5,ea44caac707f7f1325182a538007f838,50,17.6,return,6 days,1,0,1,,0,3e9bba03e932414fa3ebd2ae83a0cffa
baf4e2432cbc16712f26928d45e69c9c,783caabd539c4079ec08423e30719fba,29,15.3,return,4 days,1,0,1,,0,4b81239fe83a49acf69014a6819d45f7
7a4d4a91643c3ed808af700c41364e3e,ab1f9387c0627dd24000bfbc54fdeee0,12.25,7.39,return,7 days,1,0,1,,0,2906d3aca5a5b9081616c592a8b9fb2f
e6c8c89d3ddde215c157724927e7c5f1,89321f94e35fc6d7903d36f74e351d40,29.99,18.31,return,5 days,1,0,1,,0,64ae773be04783279d6b0763dc3cfcba
7dd1463208b208ccf68a5bcb0d515da4,5b8423dc7f23089c9c59c5d140eb5a1c,129.79,29.17,return,6 days,1,0,1,,0,b547355b98adcc9a318e3c1c386fc737
394b4a9c7bdcf6237035a7b88814dfbb,d192ac5bf8aba3337a65b551375445a3,44.9,18.41,return,7 days,1,0,1,,0,9b308ef7d3e9d1bb7fa93b12b3d04c1e
61ad1278123a413c2c6ae2500d453a10,ee5329ffbe604bebcf84b2fd7792024e,184,19.39,return,8 days,1,0,1,,0,8d994f4a7b065361eaddea05bd528909
9111c8e96c761096f6fbe14a3a539f5d,84f456958365164420cfc80fbe4c7fab,99,17.94,return,6 days,1,0,1,,0,eb13af3b4aca94e5e189b94e09d6fa4d
f33a2230f69e1e9b41921c41a56a964d,c9c455f9fd8ca66d3ff7f90a249753b4,109.95,16.53,return,8 days,1,0,1,,0,b0c4e1ead56e62a30575f0d2af9a2f95
ab3ac67d2fba82499b0d71c4d16f76c8,108e01163b7588c7924ec8cb5ad81b63,119.99,47.37,return,2 days,1,1,1,ex_1379,11.999,bc0e0c28cbe995798d3afb7c7c75d269
fea8050983c42f7907b0150e1a2751da,ab1106e227a745836a0dc83b374e2575,22.6,18.23,return,2 days,1,0,1,,0,462f9cc53b515876d85050cb79dabf3c
ef928bde12ccdb30b55573fc20f02990,98ec655119c24de03b804696821f3955,49.9,13.34,return,2 days,1,1,1,ex_767,4.99,d529d4dc2eeac6ba7abe986a604d7deb
a7e1e3b3803edc0fe36cd28dd1b296f1,99a4788cb24856965c36a24e339b6058,89.9,12.13,return,9 days,1,0,1,,0,a013f7d98969dda6dda1f502d153ff9a
360d84083dc972ab6f34d90ee8c44dbf,bb50f2e236e5eea0100680137654686c,330,23.07,return,6 days,1,0,1,,0,ef2d1b5b5f1fc3ea70338bb4c64f0129
944ef9f636fb17c976efe30712d21402,703d742887bb9267f89b675608ba7aa0,56.1,13.97,return,5 days,1,0,1,,0,bfd6463a3d508931213215b96d69f5b7
06fcb5edf767ce55050fd0475a708a7b,564f6ff7ae760d6eda6d32c551724036,219.9,27.62,return,9 days,1,0,1,,0,ea2246b752ee2b7a1880cc4855171a1b
3278a540e215b737e4b44a61770dbc6f,280c05c66173c2b377f3e449e33abc6d,79.9,8.72,return,2 days,1,0,1,,0,a49b30472ac98d5d5e1889d3ce2974b1
9ec5649350197aadd41086a39651e464,cce794ab6b84d0345332bb1910f9eb20,21.7,19.34,return,1 days,1,0,1,,0,54d4c91139989884004cead3291a4a32
e1d1dee29c972491405875c9e08cc86b,d986e4bd747ca20b348abcd013cd1303,154.9,14.1,return,2 days,1,0,1,,0,d1ec4a382397fb4e5862c70ce598eed4
dae5221bda68a557972606b040facf0f,7d222dee34c6ec0f7562241d7e16d7c2,48,24.84,return,6 days,1,0,1,,0,4df35a194d033f2d0b9b6a66bdb26434
8887509a58adbf58c980f239ef92dabf,6d9c13461ff3d5e84455aec235969d23,9.9,14.1,return,9 days,1,0,1,,0,77af7c6e42549e58f42977d5be538d0d
37269b67df41bccc2ec3c0cc117230b1,652b2c3cfb3ca763c54795335a22f1ad,12.89,25.63,return,3 days,1,0,1,,0,7d3cd94ead444e7d5a948a9e0021c426
75356ef942799219979533e3b50950de,61509eaebb2d4bd1a7511b1a75703f8c,24.9,14.52,return,8 days,1,0,1,,0,f3e6ac6fd3a4db946a2820323b58ab3d
d962db498655c9a4b77db1b993f157d4,a5215a7a9f46c4185b12f38e9ddf2abc,1200,51.7,return,3 days,1,0,1,,0,bb5849f8ba21da43ffa31ea52ba81b37
b256f3b919271334224ad96cd9d33a2c,8b5227e28272123eefd613a10ffd7704,549,27.97,return,6 days,1,0,1,,0,347bf2a6f72b7c7650838aef5cd546be
c624328295d90847765ee77db086b58e,75b433ca888fe027b18dfac89a284667,12.9,7.39,return,1 days,1,0,1,,0,1e5da4d344c0467e7c6f3a90e5ff91b7
8719d8f872644dfe3017aaa7be69b86f,0335b2f76fdeed85180abe8c6c444aa4,159.99,18.83,return,4 days,1,0,1,,0,2a7c1794496ea317e6f88363616ad9e2
02dfd8931ac72171c45b5c8522cf4082,8983a3b149303c013fceabef902e835a,99,17.26,return,4 days,1,0,1,,0,30a04f020785d7dbc002c7b48d1ecb79
72c845f0388f7f571639e5bea61a061a,aca2eb7d00ea1a7b8ebd4e68314663af,69.9,19.98,return,5 days,1,0,1,,0,34513ce0c4fab462a55830c0989c7edb
5d36915c45e0477d64947da4f88ef7ba,ee0c1cf2fbeae95205b4aa506f1469f0,53.99,15.13,return,4 days,1,0,1,,0,bbdd8d2bff419896027bf4daf92500e4
5e4aafed1eb7b023330c6085ea689f04,283dc451ad3918badb976d56ff887289,89.9,13.65,return,8 days,1,0,1,,0,b81a6b90b7a473ecb855ee9f4a881032
86503341952fe53c97b3aa4dcdab5034,99a4788cb24856965c36a24e339b6058,79.9,57.33,return,3 days,1,0,1,,0,d9d1223099e5613e5667e557b4b4f075
5a0bcd880e75a7d11ab25fa7822706de,759d6e247dae636cc8e135f50052865e,149.99,45.51,return,4 days,1,0,1,,0,cb765962c1cf94ab1a1c8646ba7060c4
1ada5f3f39281689dab50b560ab83862,68b54eaa499e3d2537fba64f2b6a1b9f,49,15.1,return,6 days,1,0,1,,0,0452090193a8d241f971d25e584e9ca0
8af31be19cce9c206cf14041082401d9,088c192c21da02dcb908f931d0fe324a,39.9,18.23,return,2 days,1,0,1,,0,c3c485b86c410043b6e4775e3def9a20
00ca4dec2a491c4c1a9081a3c5a1e8b1,5650f9e1f73d0a1c0176988cf2e950d5,89.99,13.07,return,4 days,1,0,1,,0,a46f6e08416c5d6fbc2134ed61c9e58b
5eed54f1f404f00ff0d44be6b120dd48,c8543f8ff0cb8015bea93c0c61b15024,152,20.25,return,1 days,1,1,1,ex_2032,15.2,22cd5c06a19914a8094c39a506a7ac05
369e8d5b3fb4177c3c9a6623f408cb1e,422879e10f46682990de24d770e7f83d,59.9,17.67,return,7 days,1,0,1,,0,44336b642856c33f94a6ba4b8a7dd6d5
1f68e24da06f36cb8a5243e23c390bcf,3a44acb2ab18bafe83e7f6c55a1fc5fe,49.99,17.6,return,6 days,1,0,1,,0,459c8e5f96858970a0dc1fc5158363d5
5fbb84d18cf3be4cc5e3a77ad95bda71,14081f2d6a3ce46cfa9d852c9b1b92ba,149.9,15.28,return,4 days,1,0,1,,0,ded23cb7c51665ec4015e629297ebaea
0763c0d40237127124928fd4bfbcb690,0d2f3592e105a90c5a25c71efe56ff39,49.9,14.65,return,8 days,1,0,1,,0,317c2c773295f70b67e5511ccd55f81c
b9662bb6c6a36059b08d2ade7f499d65,6b7d060ef0837471c9790f413517a26e,62,50.72,return,7 days,1,0,1,,0,0784e3f6a8f38d4ce8ecbf36ddc57c78
e0dbd977cd107f73ab95d0891194cc47,7166b2d3c09b93e04279029b28c498e4,99.9,19.89,return,5 days,1,1,1,ex_1124,9.99,fa85fa75418b73f193949be7cb639fce
7dc3c91fa2bd2415f1b73543020adaa0,bc74f63361c15c1a5baa5b97ac432e62,199,12.89,return,5 days,1,0,1,,0,61af896f4ec21290693a537f0671f6ae
de4c2b462c44197b26b6e596865da44c,b9d4937a9a9c016477f28b7def81bdcd,69.9,16.68,return,3 days,1,0,1,,0,51ac545e2425e1bf7496c4494bfadcfa
1318775058e4321f5018e2fe470947cd,0b0172eb0fd18479d29c3bc122c058c2,28.9,16.11,return,9 days,1,0,1,,0,4a690c399549365763c91fd29ead7345
a5bfea387ffb4b85ef0e5f849d2ceee2,c0350d6ac413eda4641bf92ab687f1b5,34.99,7.39,return,1 days,1,1,1,ex_1385,3.499,386ea83ce5d0d303c3466ea227cead97
3b8927e91517d7827a76105d1fdd0e3f,53759a2ecddad2bb87a079a1f1519f73,59,17.66,return,9 days,1,0,1,,0,fde8ba9ac93d634f0221d048bae1dcf3
cfb4fa55f883a3e7ee496c5c57cf0d67,b49315bbc5fe119fafd17c53f573bfae,18.9,7.71,return,4 days,1,0,1,,0,be8f81fbf4bdf643e1f5548aa269bbef
24455809d8e25059274e820cc202b50a,edffab3eae08991a067c2c7664821661,137.5,12.46,return,5 days,1,0,1,,0,61c0331f4a2916cc12ae6abe6f4caf41
e180cb22c10859744b78296e8c461503,656e0eca68dcecf6a31b8ececfabe3e8,65.9,22.39,return,2 days,1,0,1,,0,ab3a6663f21c1a36401300460d3c41cd
a22ecc2c34b892685233022097d1ba0a,372645c7439f9661fbbacfd129aa92ec,99.9,13.72,return,1 days,1,0,1,,0,b4a6ef27ed0f4d85919dee11bcff9b41
d1eae5d8fb3c1a1472eda31a5f9ff3f0,1c6c35cdf70ee1c3515cd1527f4aa6d8,79.9,19.1,return,6 days,1,0,1,,0,09f541f117ac3f665dc3aad6d3bb8fc9
9675a538e974ae5f04d201698b7193e7,ef23a80c3e7f9c63e9956f6f54b1cf15,52.9,13.49,return,8 days,1,0,1,,0,53f4c1e58cffdfc604925afb8d8537c5
60e592e405f4749deadf8d23c7603335,b24af8bca8813bcde4140ff8562f5e47,43.99,7.78,return,6 days,1,1,1,ex_740,4.399,600f8e805d1ed7fb72f4f33e3ea812fe
92c9d31b34b4cf780fa6b3e82693fa27,bee2e070c39f3dd2f6883a17a5f0da45,140,15.73,return,7 days,1,0,1,,0,fcb5c3253dca0627badc4dc2d5a9c988
c99b24cb5ce51490cac3a1ff21d153bc,052dd43729ce1a56b5e083888ad5916f,78.9,18.65,return,1 days,1,0,1,,0,21dc00cebbf91043aad476465c49c42f
bfd4a40884fd30bcd8bc4e6838fbdbb6,53a0380bace091a275d6f6a7e46c07b6,24.4,1.3,return,3 days,1,0,1,,0,db999a5bcd3e9db87cafe71501d3a653
f380ddeb72aa4358af2f9d4a9dab1da3,00be617b58175bf207fd35910d5097a4,48.9,15.56,return,1 days,1,0,1,,0,babc205f9c18c546dd707728767237dd
1bcb8bb3f3503ef8b155d64e2e9ded0c,f2bb1681ac26e3993d10ff79cba282d5,21.1,7.41,return,9 days,1,0,1,,0,b0cb43bc4638d44188430b7d42b35866
dd4bd98af49ad053c0f4dc6107234217,f7f59e6186e10983a061ac7bdb3494d6,34.9,12.48,return,8 days,1,0,1,,0,87a6319722874912ff7c7462e2178343
fa4ba1f32aabc46cddb71d24157ac75e,8d4dac6177fb8134f26fb4c5cc6c0aff,91.55,7.9,return,8 days,1,0,1,,0,f09bc0ed04e322d111f6df0db249d65f
9325bd8f287bc8d05e0014710eb16884,2267b228a5bcef6dcc0fd584a4512908,110,18.87,return,7 days,1,0,1,,0,faef9c1b3a8fe2bf0d41d30834c3c7db
063a4ff31bff767c4a8fe77696eb3892,fc7c2a5b006ec4b9166c89db4c46bf78,899,48.35,return,8 days,1,0,1,,0,bb99de3ac419763812be82d454b8350e
80baedbeaca5cccacb1118378473cbac,ee14580a079d31644603ec91e37c7ed2,98,16.13,return,4 days,1,0,1,,0,141f7d3071b3a6ebbc34ea1454624e3f
3920e62a14350104e67c0b4222cb8e26,9faadcbfeed012c5a26f8cda328af7f7,637,21.3,return,3 days,1,0,1,,0,a2a6f122566b017e40c435bca2b936f9
adfd5b68ee720910253520bfcf6b3b1a,2d7b32f14206000e07fcb6e05bcb8bfc,125,30.96,return,7 days,1,0,1,,0,e7be153374ee8b86fa16cd500243fe79
3b8e73bb2d8b0b5e192ec5d998dadb45,730e0343a68b7cebc35ad4d14cf9f7af,54.9,15.48,return,6 days,1,0,1,,0,519e5b17180d3ebefad6f7b8c1a6c7c6
fb591f7ec5d9419e5a7de2353a87f06b,bb50f2e236e5eea0100680137654686c,325,19.55,return,8 days,1,0,1,,0,46c25d5c696b53935b00b3e3fa555d20
6471dd6297d68d024d60f9362f537420,593236d0ff46b4299b4787fb8d43f7f0,79,23.09,return,7 days,1,0,1,,0,45aaf4069d08b57b6a114f06191ce5fe
b11e250946825112922c4a12a013b858,77fa3381855b6763c52ca3b72824f508,49,7.78,return,9 days,1,1,1,ex_291,4.9,d1de8ecf1530723150f71b04ab779c2a
1e238842f13494d776b0a2a0f78b1e4c,bdca5879b3afce0e138e71a68ad26d04,219.9,22.03,return,1 days,1,0,1,,0,d89f2bc7981ac77675e55868ec92f7c4
f01265d4a727959f6735b9029567b708,5aad359a63cbb4fc35ead44346a3eeb4,10.99,11.85,return,8 days,1,0,1,,0,9d8ad56c218b4b9bd6ece578c91c2321
ff9700de4a13d19b014fc94a39a802e1,66d8fb4ea4391a1f36cf50152c26b4ca,75,18.59,return,7 days,1,0,1,,0,fb0e638d6e547a08f79bdadcddfb7dc5
7f6ea1a57ef2691275b59aa3322ee717,9cdea37a09cb505b1c3c5d4f50670032,159.9,23.84,return,7 days,1,0,1,,0,fcf50b257e3e35c31244d4d78b760c44
946c117a09139194a84e03319d70d999,fe6a9515d655fa7936b8a7c841039f34,249.9,60.57,return,4 days,1,1,1,ex_556,24.99,3858a71b117aa9a3c509cc87fe9c8960
018c66db66454034193517ab79423f70,c414790bdf0857692c821035bc3f6a0e,64.5,14.2,return,1 days,1,0,1,,0,21ff9e52b420083bfc502b827916d069
8f80eddc73b9b5abd87ce7a45d829b8f,5a3320037d5922a7708647c81ecc1f15,75,35.83,return,9 days,1,0,1,,0,3b0dd50dc2aa331331704962064c8a8d
b80b77aff9dc4c13a0b759c556742878,c6dd917a0be2a704582055949915ab32,99.99,18.94,return,1 days,1,0,1,,0,cead9dc81ce08f2255afff2701c569d2
d13c56e89c552769083af66262d93f1d,15d30ec01983f8e4e69ff7ee703e5815,67.77,23.27,return,9 days,1,0,1,,0,b18dcdf73be66366873cd26c5724d1dc
27252cd6ebbc6360b155eea3fa40ee70,913dfc85a7c4fd983be2290f7436bedc,21.99,15.1,return,4 days,1,0,1,,0,06fc554a38ed6385ac2b121049b5cad5
191c76dd5f87ed89f822cb10bf67f93d,cc1180a16524617866588df758c49ec7,64.99,7.39,return,5 days,1,0,1,,0,8c404744f757953fce7d97630970d045
072d5af6d1c25d24d84182a5c1ce6451,209f9d016dbdb12e4fdbf57e5827fd9c,135,20.99,return,8 days,1,0,1,,0,6cb2e47e3a5794ff1a6157838c9e32e5
841841043bf76dbb83f79c7a36dcf24b,fd206f3c185fd47c22d6de48f25133fe,9.9,14.1,return,8 days,1,0,1,,0,6cac20dcd1e9ad064b34d1148de9b9ca
f69987b9f125768a2cf3243679536a80,70bf4f61950297cf24e18a9b84c3208a,18.95,18.23,return,8 days,1,1,1,ex_1988,1.895,20fd43d1a1e8d1257044b8a17f3c7c5e
5406b9e94d0682bfd3c683d5c54147b6,e70f7c188cd2c0f01a1f6b35411cc481,78,13.21,return,7 days,1,0,1,,0,47e61b8ad8a1bb1dff9371cebc4c0637
1e863570fff8e93ee7db14d56d826a6d,3b0fbb3ab5b1512278d2e1c695b07e85,79.9,18.66,return,5 days,1,0,1,,0,2e6ca1196243627f2157c673a686ba36
32e4cf48b6e69f385da77b75acdf4c6b,19421075ae0b585f2dc13ff149e2119d,45.9,25.63,return,3 days,1,0,1,,0,04c1e5f3771cb0ccfdb672669807401b
5c4a6f6b98ec2d780b10f1cc88ef208f,800b4691fe11622089b5437c9713fe95,65.7,12.8,return,5 days,1,0,1,,0,8dca52c1ec5a814dc9ebd26524ae8b3e
